Name,Prevalence (All),N (All),Weighted N (All),Prevalence (Most important driver/barrier),Statements,Priority,Driver/Barrier,AGE_GROUP: Prevalence (All),AGE_GROUP: N (All),AGE_GROUP: Weighted N (All),AGE_GROUP: Prevalence (Most important driver/barrier),AGE_GROUP: Statements,AGE Focus,GENDER: Prevalence (All),GENDER: N (All),GENDER: Weighted N (All),GENDER: Prevalence (Most important driver/barrier),GENDER: Statements,GENDER Focus,URBAN_RURAL: Prevalence (All),URBAN_RURAL: N (All),URBAN_RURAL: Weighted N (All),URBAN_RURAL: Prevalence (Most important driver/barrier),URBAN_RURAL: Statements,URBAN_RURAL Focus,REGION: Prevalence (All),REGION: N (All),REGION: Weighted N (All),REGION: Prevalence (Most important driver/barrier),REGION: Statements,REGION Focus
La famille désapprouve : la famille du conjoint désapprouve/ Hwɛndo ma yí gbè na ǎ: Xwédo mɛ e a da é tɔn ma yí gbè na ǎ,"future_user: 1.02% 
 nonuser: 1.32% 
 past_user: 0.0% 
 user: 5.35%","future_user: 1 
 nonuser: 4 
 past_user: 0 
 user: 16","future_user: 0.2 
 nonuser: 0.4 
 past_user: 0.0 
 user: 6.2","future_user: 1.02% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%","Mon conjoint doit donner son accord pour que je puisse utiliser un moyen de contraception. 
 future_user: 91.49% 
 nonuser: 78.52% 
 past_user: 77.05% 
 user: 84.38%

",Low,barrier,"16-20: 3.45% 
 21-30: 2.42% 
 31-45: 2.56%","16-20: 1 
 21-30: 8 
 31-45: 12","16-20: 0.1 
 21-30: 1.6 
 31-45: 5.2","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.0%","Mon conjoint doit donner son accord pour que je puisse utiliser un moyen de contraception. 
 16-20: 92.59% 
 21-30: 83.23% 
 31-45: 80.45%

",21-30,"Femme Nyɔnu: 3.89% 
 Homme Sunnu: 1.2%","Femme Nyɔnu: 16 
 Homme Sunnu: 5","Femme Nyɔnu: 4.4 
 Homme Sunnu: 2.4","Femme Nyɔnu: 0.24% 
 Homme Sunnu: 0.0%","Mon conjoint doit donner son accord pour que je puisse utiliser un moyen de contraception. 
 Femme Nyɔnu: 92.19% 
 Homme Sunnu: 71.61%

",Femme Nyɔnu,"Rural: 2.29% 
 Semi-urbain: 3.46% 
 Urbain: 0.0%","Rural: 12 
 Semi-urbain: 9 
 Urbain: 0","Rural: 4.9 
 Semi-urbain: 2.0 
 Urbain: 0.0","Rural: 0.19% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Mon conjoint doit donner son accord pour que je puisse utiliser un moyen de contraception. 
 Rural: 85.63% 
 Semi-urbain: 76.59% 
 Urbain: 71.43%

","Rural, Semi-urbain","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 2.0% 
 South-South: 4.89%","Mid-South: 0 
 North-East: 0 
 North-West: 1 
 South-South: 20","Mid-South: 0.0 
 North-East: 0.0 
 North-West: 1.1 
 South-South: 5.8","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 0.24%","Mon conjoint doit donner son accord pour que je puisse utiliser un moyen de contraception. 
 Mid-South: 50.25% 
 North-East: 83.45% 
 North-West: 100.0% 
 South-South: 95.2%

",South-South
La famille désapprouve : les frères et sœurs désapprouvent/ Hwɛndo mɛtɔn ma yigbe nu mɛ: nɔvi lɛ ma yigbe na,"future_user: 1.02% 
 nonuser: 0.99% 
 past_user: 0.0% 
 user: 3.68%","future_user: 1 
 nonuser: 3 
 past_user: 0 
 user: 11","future_user: 0.8 
 nonuser: 7.9 
 past_user: 0.0 
 user: 5.6","future_user: 0.0% 
 nonuser: 0.99% 
 past_user: 0.0% 
 user: 0.0%","Les frères et sœurs ne devraient pas influencer la décision d'une femme d'utiliser ou non un moyen de contraception. 
 future_user: 75.0% 
 nonuser: 55.48% 
 past_user: 56.45% 
 user: 69.52%

",Medium,barrier,"16-20: 0.0% 
 21-30: 1.82% 
 31-45: 1.92%","16-20: 0 
 21-30: 6 
 31-45: 9","16-20: 0.0 
 21-30: 10.6 
 31-45: 3.8","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.64%","Les frères et sœurs ne devraient pas influencer la décision d'une femme d'utiliser ou non un moyen de contraception. 
 16-20: 60.71% 
 21-30: 57.96% 
 31-45: 66.89%

","21-30, 31-45","Femme Nyɔnu: 2.19% 
 Homme Sunnu: 1.44%","Femme Nyɔnu: 9 
 Homme Sunnu: 6","Femme Nyɔnu: 10.4 
 Homme Sunnu: 4.0","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.24%","Les frères et sœurs ne devraient pas influencer la décision d'une femme d'utiliser ou non un moyen de contraception. 
 Femme Nyɔnu: 64.25% 
 Homme Sunnu: 62.03%

","Femme Nyɔnu, Homme Sunnu","Rural: 1.91% 
 Semi-urbain: 1.92% 
 Urbain: 0.0%","Rural: 10 
 Semi-urbain: 5 
 Urbain: 0","Rural: 11.7 
 Semi-urbain: 2.7 
 Urbain: 0.0","Rural: 0.19% 
 Semi-urbain: 0.77% 
 Urbain: 0.0%","Les frères et sœurs ne devraient pas influencer la décision d'une femme d'utiliser ou non un moyen de contraception. 
 Rural: 64.44% 
 Semi-urbain: 69.26% 
 Urbain: 11.63%

","Rural, Semi-urbain","Mid-South: 0.0% 
 North-East: 1.26% 
 North-West: 4.0% 
 South-South: 2.69%","Mid-South: 0 
 North-East: 2 
 North-West: 2 
 South-South: 11","Mid-South: 0.0 
 North-East: 1.7 
 North-West: 7.8 
 South-South: 4.9","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 0.73%","Les frères et sœurs ne devraient pas influencer la décision d'une femme d'utiliser ou non un moyen de contraception. 
 Mid-South: 45.96% 
 North-East: 25.97% 
 North-West: 59.09% 
 South-South: 86.47%

","North-West, South-South"
Le corps espace lui-même naturellement les naissances/ Agbaza ɔ nɔ ɖè jiji lɛ ɖó vo ɖò jɔwamɔ linu,"future_user: 3.06% 
 nonuser: 4.64% 
 past_user: 0.78% 
 user: 1.34%","future_user: 3 
 nonuser: 14 
 past_user: 1 
 user: 4","future_user: 0.4 
 nonuser: 5.0 
 past_user: 0.1 
 user: 1.7","future_user: 0.0% 
 nonuser: 3.31% 
 past_user: 0.0% 
 user: 0.0%","Les enfants naissent naturellement à des intervalles suffisants, sans contraception. 
 future_user: 60.26% 
 nonuser: 88.69% 
 past_user: 55.56% 
 user: 58.73%

",Very high,barrier,"16-20: 0.0% 
 21-30: 2.12% 
 31-45: 3.21%","16-20: 0 
 21-30: 7 
 31-45: 15","16-20: 0.0 
 21-30: 1.2 
 31-45: 6.0","16-20: 0.0% 
 21-30: 1.52% 
 31-45: 1.07%","Les enfants naissent naturellement à des intervalles suffisants, sans contraception. 
 16-20: 77.27% 
 21-30: 64.26% 
 31-45: 71.63%

","21-30, 31-45","Femme Nyɔnu: 2.43% 
 Homme Sunnu: 2.88%","Femme Nyɔnu: 10 
 Homme Sunnu: 12","Femme Nyɔnu: 1.6 
 Homme Sunnu: 5.6","Femme Nyɔnu: 1.7% 
 Homme Sunnu: 0.72%","Les enfants naissent naturellement à des intervalles suffisants, sans contraception. 
 Femme Nyɔnu: 72.83% 
 Homme Sunnu: 63.73%

","Femme Nyɔnu, Homme Sunnu","Rural: 2.67% 
 Semi-urbain: 2.69% 
 Urbain: 2.33%","Rural: 14 
 Semi-urbain: 7 
 Urbain: 1","Rural: 2.6 
 Semi-urbain: 3.2 
 Urbain: 1.3","Rural: 1.34% 
 Semi-urbain: 1.15% 
 Urbain: 0.0%","Les enfants naissent naturellement à des intervalles suffisants, sans contraception. 
 Rural: 66.67% 
 Semi-urbain: 74.87% 
 Urbain: 59.09%

",Rural,"Mid-South: 1.91% 
 North-East: 0.63% 
 North-West: 0.0% 
 South-South: 4.16%","Mid-South: 4 
 North-East: 1 
 North-West: 0 
 South-South: 17","Mid-South: 0.3 
 North-East: 1.3 
 North-West: 0.0 
 South-South: 5.5","Mid-South: 0.96% 
 North-East: 0.0% 
 North-West: 2.0% 
 South-South: 1.71%","Les enfants naissent naturellement à des intervalles suffisants, sans contraception. 
 Mid-South: 84.62% 
 North-East: 66.92% 
 North-West: 86.96% 
 South-South: 62.6%

","North-West, South-South"
Ma femme / je suis ménopausée/ Asi ce/Nyɛ ɖo sunzanmɛ,"future_user: 0.0% 
 nonuser: 0.66% 
 past_user: 2.34% 
 user: 0.0%","future_user: 0 
 nonuser: 2 
 past_user: 3 
 user: 0","future_user: 0.0 
 nonuser: 0.3 
 past_user: 11.0 
 user: 0.0","future_user: 1.02% 
 nonuser: 0.33% 
 past_user: 4.69% 
 user: 0.0%","Une femme ménopausée n'a pas besoin de contraception. 
 future_user: 96.2% 
 nonuser: 96.39% 
 past_user: 96.97% 
 user: 96.09%

",Low,barrier,"16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.85%","16-20: 0 
 21-30: 1 
 31-45: 4","16-20: 0.0 
 21-30: 0.0 
 31-45: 11.3","16-20: 0.0% 
 21-30: 0.61% 
 31-45: 1.28%","Une femme ménopausée n'a pas besoin de contraception. 
 16-20: 100.0% 
 21-30: 96.47% 
 31-45: 96.03%

",31-45,"Femme Nyɔnu: 0.97% 
 Homme Sunnu: 0.24%","Femme Nyɔnu: 4 
 Homme Sunnu: 1","Femme Nyɔnu: 11.0 
 Homme Sunnu: 0.2","Femme Nyɔnu: 1.46% 
 Homme Sunnu: 0.48%","Une femme ménopausée n'a pas besoin de contraception. 
 Femme Nyɔnu: 98.58% 
 Homme Sunnu: 93.45%

",Femme Nyɔnu,"Rural: 0.76% 
 Semi-urbain: 0.38% 
 Urbain: 0.0%","Rural: 4 
 Semi-urbain: 1 
 Urbain: 0","Rural: 0.3 
 Semi-urbain: 11.0 
 Urbain: 0.0","Rural: 1.15% 
 Semi-urbain: 0.77% 
 Urbain: 0.0%","Une femme ménopausée n'a pas besoin de contraception. 
 Rural: 97.4% 
 Semi-urbain: 95.59% 
 Urbain: 90.0%

",Rural,"Mid-South: 0.96% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 0.73%","Mid-South: 2 
 North-East: 0 
 North-West: 0 
 South-South: 3","Mid-South: 11.0 
 North-East: 0.0 
 North-West: 0.0 
 South-South: 0.3","Mid-South: 1.44% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 1.22%","Une femme ménopausée n'a pas besoin de contraception. 
 Mid-South: 96.67% 
 North-East: 95.3% 
 North-West: 100.0% 
 South-South: 96.23%

","Mid-South, South-South"
Ma femme / j’ai récemment accouché et je n'ai pas encore mes règles/ Asi ce/Nyɛ ji vi din bɔ un ko mɔ sunzan ce ă,"future_user: 9.18% 
 nonuser: 0.66% 
 past_user: 9.38% 
 user: 2.01%","future_user: 9 
 nonuser: 2 
 past_user: 12 
 user: 6","future_user: 1.8 
 nonuser: 0.9 
 past_user: 22.3 
 user: 3.7","future_user: 1.02% 
 nonuser: 0.0% 
 past_user: 1.56% 
 user: 0.0%","Après l'accouchement, il n'est pas nécessaire d'utiliser un moyen de contraception jusqu'au retour des règles. 
 future_user: 59.18% 
 nonuser: 80.0% 
 past_user: 62.22% 
 user: 54.84%

",Very high,barrier,"16-20: 13.79% 
 21-30: 5.76% 
 31-45: 1.28%","16-20: 4 
 21-30: 19 
 31-45: 6","16-20: 1.1 
 21-30: 15.8 
 31-45: 11.7","16-20: 3.45% 
 21-30: 0.0% 
 31-45: 0.43%","Après l'accouchement, il n'est pas nécessaire d'utiliser un moyen de contraception jusqu'au retour des règles. 
 16-20: 40.0% 
 21-30: 61.61% 
 31-45: 66.67%

",16-20,"Femme Nyɔnu: 5.11% 
 Homme Sunnu: 1.92%","Femme Nyɔnu: 21 
 Homme Sunnu: 8","Femme Nyɔnu: 15.0 
 Homme Sunnu: 13.7","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.24%","Après l'accouchement, il n'est pas nécessaire d'utiliser un moyen de contraception jusqu'au retour des règles. 
 Femme Nyɔnu: 53.9% 
 Homme Sunnu: 76.64%

","Femme Nyɔnu, Homme Sunnu","Rural: 4.58% 
 Semi-urbain: 1.54% 
 Urbain: 2.33%","Rural: 24 
 Semi-urbain: 4 
 Urbain: 1","Rural: 16.6 
 Semi-urbain: 11.6 
 Urbain: 0.4","Rural: 0.57% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Après l'accouchement, il n'est pas nécessaire d'utiliser un moyen de contraception jusqu'au retour des règles. 
 Rural: 62.23% 
 Semi-urbain: 71.94% 
 Urbain: 44.12%

",Rural,"Mid-South: 2.39% 
 North-East: 2.52% 
 North-West: 4.0% 
 South-South: 4.4%","Mid-South: 5 
 North-East: 4 
 North-West: 2 
 South-South: 18","Mid-South: 11.1 
 North-East: 3.4 
 North-West: 11.1 
 South-South: 3.0","Mid-South: 0.48% 
 North-East: 0.63% 
 North-West: 0.0% 
 South-South: 0.24%","Après l'accouchement, il n'est pas nécessaire d'utiliser un moyen de contraception jusqu'au retour des règles. 
 Mid-South: 65.12% 
 North-East: 63.79% 
 North-West: 80.0% 
 South-South: 61.36%

","Mid-South, North-East, South-South"
Manque d'accès : l’établissement de santé est trop éloigné/ Nǔ e è ma nɔ mɔ ǎ é: azɔ̌xwé e nɔ kpé nukún dó lanmɛ na nɔ ganji wu é lín dín,"future_user: 0.0% 
 nonuser: 0.33% 
 past_user: 0.0% 
 user: 1.67%","future_user: 0 
 nonuser: 1 
 past_user: 0 
 user: 5","future_user: 0.0 
 nonuser: 0.0 
 past_user: 0.0 
 user: 2.3","future_user: 0.0% 
 nonuser: 0.0% 
 past_user: 0.0% 
 user: 0.0%","Il m'est trop difficile de me rendre dans un établissement de santé qui fournit des contraceptifs. 
 future_user: 27.78% 
 nonuser: 36.1% 
 past_user: 12.61% 
 user: 20.98%

Les frais de transport pour me rendre dans un établissement de santé sont abordables pour moi. 
 future_user: 66.67% 
 nonuser: 66.54% 
 past_user: 69.92% 
 user: 69.7%

",Low,barrier,"16-20: 0.0% 
 21-30: 0.91% 
 31-45: 0.64%","16-20: 0 
 21-30: 3 
 31-45: 3","16-20: 0.0 
 21-30: 1.0 
 31-45: 1.3","16-20: 0.0% 
 21-30: 0.0% 
 31-45: 0.0%","Il m'est trop difficile de me rendre dans un établissement de santé qui fournit des contraceptifs. 
 16-20: 29.17% 
 21-30: 29.47% 
 31-45: 22.2%

Les frais de transport pour me rendre dans un établissement de santé sont abordables pour moi. 
 16-20: 65.22% 
 21-30: 64.08% 
 31-45: 71.49%

",21-30,"Femme Nyɔnu: 0.73% 
 Homme Sunnu: 0.72%","Femme Nyɔnu: 3 
 Homme Sunnu: 3","Femme Nyɔnu: 0.9 
 Homme Sunnu: 1.4","Femme Nyɔnu: 0.0% 
 Homme Sunnu: 0.0%","Il m'est trop difficile de me rendre dans un établissement de santé qui fournit des contraceptifs. 
 Femme Nyɔnu: 22.49% 
 Homme Sunnu: 28.34%

Les frais de transport pour me rendre dans un établissement de santé sont abordables pour moi. 
 Femme Nyɔnu: 56.65% 
 Homme Sunnu: 79.54%

","Femme Nyɔnu, Homme Sunnu","Rural: 1.15% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Rural: 6 
 Semi-urbain: 0 
 Urbain: 0","Rural: 2.3 
 Semi-urbain: 0.0 
 Urbain: 0.0","Rural: 0.0% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Il m'est trop difficile de me rendre dans un établissement de santé qui fournit des contraceptifs. 
 Rural: 31.17% 
 Semi-urbain: 15.19% 
 Urbain: 18.92%

Les frais de transport pour me rendre dans un établissement de santé sont abordables pour moi. 
 Rural: 59.75% 
 Semi-urbain: 82.73% 
 Urbain: 80.49%

",Rural,"Mid-South: 0.48% 
 North-East: 0.63% 
 North-West: 0.0% 
 South-South: 0.98%","Mid-South: 1 
 North-East: 1 
 North-West: 0 
 South-South: 4","Mid-South: 0.0 
 North-East: 0.8 
 North-West: 0.0 
 South-South: 1.5","Mid-South: 0.0% 
 North-East: 0.0% 
 North-West: 0.0% 
 South-South: 0.0%","Il m'est trop difficile de me rendre dans un établissement de santé qui fournit des contraceptifs. 
 Mid-South: 13.41% 
 North-East: 36.49% 
 North-West: 29.55% 
 South-South: 26.3%

Les frais de transport pour me rendre dans un établissement de santé sont abordables pour moi. 
 Mid-South: 90.22% 
 North-East: 78.95% 
 North-West: 58.7% 
 South-South: 54.81%

","North-East, South-South"
Manque de connaissances : ne connaît pas les avantages/ Nùnywɛ ma ɖó: é tuùn lè tɔn lɛ ǎ,"future_user: 7.14% 
 nonuser: 4.3% 
 past_user: 1.56% 
 user: 12.04%","future_user: 7 
 nonuser: 13 
 past_user: 2 
 user: 36","future_user: 3.0 
 nonuser: 8.6 
 past_user: 0.9 
 user: 29.7","future_user: 3.06% 
 nonuser: 1.32% 
 past_user: 0.0% 
 user: 0.0%","Je ne vois pas d'avantages évidents à utiliser des contraceptifs modernes. 
 future_user: 29.73% 
 nonuser: 82.35% 
 past_user: 34.82% 
 user: 30.04%

",Very high,barrier,"16-20: 10.34% 
 21-30: 6.67% 
 31-45: 7.05%","16-20: 3 
 21-30: 22 
 31-45: 33","16-20: 1.1 
 21-30: 14.6 
 31-45: 26.5","16-20: 0.0% 
 21-30: 0.91% 
 31-45: 0.85%","Je ne vois pas d'avantages évidents à utiliser des contraceptifs modernes. 
 16-20: 57.89% 
 21-30: 48.91% 
 31-45: 46.49%

","21-30, 31-45","Femme Nyɔnu: 4.14% 
 Homme Sunnu: 9.86%","Femme Nyɔnu: 17 
 Homme Sunnu: 41","Femme Nyɔnu: 5.3 
 Homme Sunnu: 36.9","Femme Nyɔnu: 0.73% 
 Homme Sunnu: 0.96%","Je ne vois pas d'avantages évidents à utiliser des contraceptifs modernes. 
 Femme Nyɔnu: 46.02% 
 Homme Sunnu: 49.7%

","Femme Nyɔnu, Homme Sunnu","Rural: 7.25% 
 Semi-urbain: 6.54% 
 Urbain: 6.98%","Rural: 38 
 Semi-urbain: 17 
 Urbain: 3","Rural: 30.0 
 Semi-urbain: 8.2 
 Urbain: 3.9","Rural: 0.95% 
 Semi-urbain: 0.77% 
 Urbain: 0.0%","Je ne vois pas d'avantages évidents à utiliser des contraceptifs modernes. 
 Rural: 46.33% 
 Semi-urbain: 50.48% 
 Urbain: 50.0%

",Rural,"Mid-South: 1.44% 
 North-East: 8.18% 
 North-West: 20.0% 
 South-South: 7.82%","Mid-South: 3 
 North-East: 13 
 North-West: 10 
 South-South: 32","Mid-South: 0.1 
 North-East: 17.1 
 North-West: 11.9 
 South-South: 13.1","Mid-South: 0.0% 
 North-East: 0.63% 
 North-West: 4.0% 
 South-South: 0.98%","Je ne vois pas d'avantages évidents à utiliser des contraceptifs modernes. 
 Mid-South: 51.63% 
 North-East: 63.04% 
 North-West: 47.73% 
 South-South: 40.0%

",North-West
Manque de connaissances : ne connaît pas les différentes méthodes disponibles/ Nùnywɛ ma ɖó: é tuùn wlɛnwín vovo e tíìn lɛ é ǎ,"future_user: 7.14% 
 nonuser: 4.97% 
 past_user: 3.12% 
 user: 11.37%","future_user: 7 
 nonuser: 15 
 past_user: 4 
 user: 34","future_user: 14.8 
 nonuser: 47.3 
 past_user: 1.4 
 user: 29.5","future_user: 4.08% 
 nonuser: 0.99% 
 past_user: 0.0% 
 user: 0.0%","Je ne connais pas suffisamment les différentes méthodes contraceptives disponibles. 
 future_user: 88.76% 
 nonuser: 84.48% 
 past_user: 65.81% 
 user: 64.36%

",Very high,barrier,"16-20: 10.34% 
 21-30: 7.88% 
 31-45: 6.62%","16-20: 3 
 21-30: 26 
 31-45: 31","16-20: 11.5 
 21-30: 46.6 
 31-45: 35.0","16-20: 3.45% 
 21-30: 0.91% 
 31-45: 0.64%","Je ne connais pas suffisamment les différentes méthodes contraceptives disponibles. 
 16-20: 80.77% 
 21-30: 75.52% 
 31-45: 72.82%

",16-20,"Femme Nyɔnu: 5.84% 
 Homme Sunnu: 8.65%","Femme Nyɔnu: 24 
 Homme Sunnu: 36","Femme Nyɔnu: 49.0 
 Homme Sunnu: 44.0","Femme Nyɔnu: 0.97% 
 Homme Sunnu: 0.72%","Je ne connais pas suffisamment les différentes méthodes contraceptives disponibles. 
 Femme Nyɔnu: 73.49% 
 Homme Sunnu: 75.0%

","Femme Nyɔnu, Homme Sunnu","Rural: 9.35% 
 Semi-urbain: 3.08% 
 Urbain: 6.98%","Rural: 49 
 Semi-urbain: 8 
 Urbain: 3","Rural: 75.0 
 Semi-urbain: 14.2 
 Urbain: 3.8","Rural: 1.15% 
 Semi-urbain: 0.38% 
 Urbain: 0.0%","Je ne connais pas suffisamment les différentes méthodes contraceptives disponibles. 
 Rural: 70.86% 
 Semi-urbain: 79.37% 
 Urbain: 83.78%

",Rural,"Mid-South: 4.31% 
 North-East: 11.95% 
 North-West: 26.0% 
 South-South: 4.65%","Mid-South: 9 
 North-East: 19 
 North-West: 13 
 South-South: 19","Mid-South: 11.3 
 North-East: 33.6 
 North-West: 41.0 
 South-South: 7.1","Mid-South: 0.96% 
 North-East: 0.63% 
 North-West: 0.0% 
 South-South: 0.98%","Je ne connais pas suffisamment les différentes méthodes contraceptives disponibles. 
 Mid-South: 76.55% 
 North-East: 89.04% 
 North-West: 63.27% 
 South-South: 68.9%

","Mid-South, North-West, South-South"
Manque de connaissances : ne sait pas comment choisir une méthode adaptée/ Nùnywɛ ma ɖó: é tuùn lee é na sɔ́ wlɛnwín e jɛxa é gbɔn é ǎ,"future_user: 6.12% 
 nonuser: 4.3% 
 past_user: 0.78% 
 user: 8.7%","future_user: 6 
 nonuser: 13 
 past_user: 1 
 user: 26","future_user: 14.7 
 nonuser: 28.6 
 past_user: 1.2 
 user: 28.5","future_user: 4.08% 
 nonuser: 0.66% 
 past_user: 0.0% 
 user: 0.0%","Je suis convaincue que je pourrais choisir la méthode contraceptive qui me convient. 
 future_user: 48.72% 
 nonuser: 35.43% 
 past_user: 79.09% 
 user: 84.64%

",Very high,barrier,"16-20: 10.34% 
 21-30: 6.67% 
 31-45: 4.49%","16-20: 3 
 21-30: 22 
 31-45: 21","16-20: 13.2 
 21-30: 19.6 
 31-45: 40.2","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 1.07%","Je suis convaincue que je pourrais choisir la méthode contraceptive qui me convient. 
 16-20: 47.37% 
 21-30: 64.06% 
 31-45: 67.61%

","16-20, 31-45","Femme Nyɔnu: 2.92% 
 Homme Sunnu: 8.17%","Femme Nyɔnu: 12 
 Homme Sunnu: 34","Femme Nyɔnu: 28.7 
 Homme Sunnu: 44.3","Femme Nyɔnu: 0.49% 
 Homme Sunnu: 0.96%","Je suis convaincue que je pourrais choisir la méthode contraceptive qui me convient. 
 Femme Nyɔnu: 72.45% 
 Homme Sunnu: 58.31%

","Femme Nyɔnu, Homme Sunnu","Rural: 7.25% 
 Semi-urbain: 2.31% 
 Urbain: 4.65%","Rural: 38 
 Semi-urbain: 6 
 Urbain: 2","Rural: 45.9 
 Semi-urbain: 24.5 
 Urbain: 2.6","Rural: 0.76% 
 Semi-urbain: 0.38% 
 Urbain: 2.33%","Je suis convaincue que je pourrais choisir la méthode contraceptive qui me convient. 
 Rural: 63.03% 
 Semi-urbain: 68.56% 
 Urbain: 78.79%

","Rural, Urbain","Mid-South: 2.87% 
 North-East: 10.69% 
 North-West: 16.0% 
 South-South: 3.67%","Mid-South: 6 
 North-East: 17 
 North-West: 8 
 South-South: 15","Mid-South: 22.1 
 North-East: 32.2 
 North-West: 12.8 
 South-South: 5.9","Mid-South: 0.0% 
 North-East: 1.26% 
 North-West: 2.0% 
 South-South: 0.73%","Je suis convaincue que je pourrais choisir la méthode contraceptive qui me convient. 
 Mid-South: 75.91% 
 North-East: 51.45% 
 North-West: 73.91% 
 South-South: 66.02%

",North-West
Manque de connaissances : ne sait pas où et comment y accéder/ Nùnywɛ ma ɖó: é tuùn fí e é na mɔ ye ɖè é kpo lee é na mɔ ye gbɔn é kpo ǎ,"future_user: 4.08% 
 nonuser: 1.99% 
 past_user: 0.0% 
 user: 7.02%","future_user: 4 
 nonuser: 6 
 past_user: 0 
 user: 21","future_user: 1.8 
 nonuser: 7.4 
 past_user: 0.0 
 user: 17.6","future_user: 1.02% 
 nonuser: 0.66% 
 past_user: 0.0% 
 user: 0.0%","Si je voulais des contraceptifs, je ne saurais pas où m'adresser pour les obtenir. 
 future_user: 30.85% 
 nonuser: 39.27% 
 past_user: 15.57% 
 user: 25.26%

",Medium,barrier,"16-20: 3.45% 
 21-30: 3.64% 
 31-45: 3.85%","16-20: 1 
 21-30: 12 
 31-45: 18","16-20: 0.9 
 21-30: 9.9 
 31-45: 16.0","16-20: 0.0% 
 21-30: 0.3% 
 31-45: 0.43%","Si je voulais des contraceptifs, je ne saurais pas où m'adresser pour les obtenir. 
 16-20: 20.83% 
 21-30: 29.35% 
 31-45: 28.5%

",31-45,"Femme Nyɔnu: 1.95% 
 Homme Sunnu: 5.53%","Femme Nyɔnu: 8 
 Homme Sunnu: 23","Femme Nyɔnu: 7.6 
 Homme Sunnu: 19.2","Femme Nyɔnu: 0.73% 
 Homme Sunnu: 0.0%","Si je voulais des contraceptifs, je ne saurais pas où m'adresser pour les obtenir. 
 Femme Nyɔnu: 20.32% 
 Homme Sunnu: 37.68%

",Femme Nyɔnu,"Rural: 5.15% 
 Semi-urbain: 1.54% 
 Urbain: 0.0%","Rural: 27 
 Semi-urbain: 4 
 Urbain: 0","Rural: 26.0 
 Semi-urbain: 0.8 
 Urbain: 0.0","Rural: 0.57% 
 Semi-urbain: 0.0% 
 Urbain: 0.0%","Si je voulais des contraceptifs, je ne saurais pas où m'adresser pour les obtenir. 
 Rural: 29.17% 
 Semi-urbain: 30.13% 
 Urbain: 12.82%

",Rural,"Mid-South: 0.0% 
 North-East: 5.03% 
 North-West: 20.0% 
 South-South: 3.18%","Mid-South: 0 
 North-East: 8 
 North-West: 10 
 South-South: 13","Mid-South: 0.0 
 North-East: 8.0 
 North-West: 15.6 
 South-South: 3.2","Mid-South: 0.0% 
 North-East: 0.63% 
 North-West: 4.0% 
 South-South: 0.0%","Si je voulais des contraceptifs, je ne saurais pas où m'adresser pour les obtenir. 
 Mid-South: 24.18% 
 North-East: 40.0% 
 North-West: 36.73% 
 South-South: 24.73%

",North-West
